,location,lat,lon,GHIs
644,USA_AK_Northway__AP__702910_TMY3,62.97,-141.93,"[140699, 173478, 113497, 105808, 65064, 602080]"
645,USA_NC_Cape__Hatteras__723040_TMY,35.27,-75.55,"[183431, 193814, 185598, 164754, 142461, 878282]"
646,USA_AZ_Luke__AFB__722785_TMY3,33.55,-112.37,"[237081, 249944, 225147, 205656, 177621, 1103252]"
647,USA_AK_Gustavus__703670_TMY3,58.42,-135.7,"[148418, 140383, 112912, 114646, 89969, 610854]"
648,USA_FL_Homestead__AFB__722026_TMY3,25.48,-80.38,"[178161, 170952, 183522, 180588, 149099, 869682]"
649,USA_ID_Twin__Falls-Magic__Valley__Rgnl__AP-Joslin__Field__725866_TMY3,42.55,-114.35,"[207442, 229826, 237957, 212232, 163057, 1058588]"
650,USA_IL_Moline__725440_TMY2,41.45,-90.52,"[167504, 191069, 189676, 172617, 132347, 860720]"
651,USA_IA_Sioux__City__725570_TMY2,42.4,-96.38,"[178216, 197181, 203816, 174936, 129880, 891396]"
652,USA_CA_Salinas__Muni__AP__724917_TMY3,36.67,-121.6,"[198874, 231238, 227693, 211388, 168431, 1045350]"
653,USA_MN_Crane__Lake__AWOS__727473_TMY3,46.27,-92.57,"[165508, 182489, 184515, 143053, 111303, 795136]"
654,USA_CA_San__Francisco__Intl__AP__724940_TMY,37.62,-122.38,"[213389, 230877, 237189, 205123, 168175, 1061215]"
655,USA_MN_Redwood__Falls__Muni__AP__726556_TMY3,44.55,-95.08,"[146453, 170193, 149647, 140712, 114903, 725704]"
656,USA_OR_Pendleton__726880_TMY2,45.68,-118.85,"[182903, 209172, 230350, 195790, 145890, 972328]"
657,USA_MI_Howell-Livingston__County__AP__725378_TMY3,42.63,-83.98,"[149207, 189859, 203142, 158969, 117088, 825621]"
658,USA_NY_New__York__City-Central__Park__94728_TMY,40.78,-73.96,"[158281, 162775, 158861, 146869, 112572, 743103]"
659,USA_TX_San__Angelo__722630_TMY2,31.37,-100.5,"[189884, 204423, 212528, 197495, 161549, 971385]"
660,USA_MI_Alpena__County__Rgnl__AP__726390_TMY,45.07,-83.57,"[174377, 178103, 189449, 154225, 109086, 808861]"
661,USA_IL_Du__Page__AP__725305_TMY3,41.92,-88.25,"[149282, 200620, 189694, 166042, 121322, 832188]"
662,USA_AK_Sleetmute__703407_TMY3,61.72,-157.15,"[167774, 185423, 133509, 86984, 80146, 659591]"
663,USA_AK_Savoonga__702035_TMY3,63.68,-170.5,"[116352, 136485, 120311, 86165, 60855, 523105]"
664,USA_NV_Ely-Yelland__Field__724860_TMY3,39.3,-114.85,"[188460, 228198, 225978, 197761, 158495, 1006585]"
665,USA_NV_Fallon__NAS__724885_TMY3,39.42,-118.72,"[216860, 251726, 248958, 214788, 173387, 1114327]"
666,USA_CA_Sacramento__Exec__AP__724830_TMY,38.55,-121.3,"[225358, 252742, 263107, 233856, 182453, 1166324]"
667,USA_AK_Ambler__701718_TMY3,67.1,-157.85,"[115503, 179906, 134640, 107436, 46046, 587343]"
668,USA_CA_Livermore__Muni__AP__724927_TMY3,37.7,-121.82,"[219430, 241403, 239613, 217112, 169593, 1094171]"
669,USA_NE_Ainsworth__Muni__AP__725556_TMY3,42.58,-100.0,"[189984, 200442, 208724, 197904, 139825, 943745]"
670,USA_AZ_Prescott__723723_TMY2,34.65,-112.43,"[229220, 243821, 217864, 202010, 169932, 1069875]"
671,USA_PA_Allentown__725170_TMY2,40.65,-75.43,"[167759, 174433, 185121, 159776, 125104, 815490]"
672,USA_VA_Newport__News__723086_TMY3,37.13,-76.5,"[180510, 208507, 165790, 169787, 149986, 878789]"
673,USA_AK_Juneau__Intl__AP__703810_TMY3,58.35,-134.58,"[148438, 135793, 109329, 122402, 61478, 581780]"
674,USA_SD_Rapid__City__Rgnl__AP__726620_TMY3,44.05,-103.05,"[182052, 204464, 212084, 186517, 138994, 931526]"
675,USA_KY_London-Corbin-Magee__Field__724243_TMY3,37.08,-84.08,"[159831, 168554, 195953, 179262, 145907, 857145]"
676,USA_AK_Nome__Muni__AP__702000_TMY3,64.52,-165.45,"[136537, 150203, 139157, 95563, 54835, 579340]"
677,USA_HI_Hilo__Intl__AP__912850_TMY3,19.72,-155.05,"[143836, 158638, 151545, 165904, 152051, 778271]"
678,USA_AZ_Prescott-Love__Field__723723_TMY3,34.65,-112.42,"[223403, 241657, 221005, 192747, 172539, 1058078]"
679,USA_CO_Grand__Junction-Walker__Field__724760_TMY,39.12,-108.53,"[225296, 244306, 245227, 214961, 172324, 1111163]"
680,USA_VA_Hillsville-Twin__County__AP__724107_TMY3,36.77,-80.82,"[206317, 202638, 219626, 178563, 134782, 946706]"
681,USA_TX_Childress__Muni__AP__723604_TMY3,34.43,-100.28,"[194384, 229823, 217247, 183885, 157037, 990807]"
682,USA_UT_Salt__Lake__City__Intl__AP__725720_TMY3,40.77,-111.97,"[187391, 228052, 225616, 197582, 159892, 1007108]"
683,USA_OK_Ponca__City__Muni__AP__723546_TMY3,36.61,-97.49,"[181696, 208452, 199085, 203323, 157779, 956761]"
684,USA_CO_Pueblo__724640_TMY2,38.28,-104.52,"[206868, 224743, 224036, 200537, 160481, 1022490]"
685,USA_AK_Nenana__Muni__AP__702600_TMY3,64.55,-149.1,"[141481, 184648, 160479, 115318, 66062, 672529]"
686,USA_GA_Savannah-Hunter__AAF__747804_TMY3,32.0,-81.15,"[174109, 179810, 181959, 176158, 145290, 864742]"
687,USA_GA_Athens__723110_TMY2,33.95,-83.32,"[182643, 191089, 191333, 174343, 143765, 888753]"
688,USA_FL_Daytona__Beach__Intl__AP__722056_TMY3,29.18,-81.07,"[191746, 186668, 187594, 179412, 147416, 900387]"
689,USA_FL_Whiting__Field__NAS__722226_TMY3,30.72,-87.02,"[174479, 176577, 171826, 175780, 140523, 843425]"
690,USA_HI_Lihue__AP__911650_TMY3,21.98,-159.33,"[173653, 183463, 180906, 182643, 168007, 895338]"
691,USA_TX_Houston-Bush__Intercontinental__AP__722430_TMY,29.97,-95.35,"[173838, 177695, 181107, 157050, 141907, 835092]"
692,USA_TN_Knoxville__723260_TMY2,35.82,-83.98,"[168259, 185451, 186803, 165332, 132003, 845274]"
693,USA_WA_Olympia__727920_TMY2,46.97,-122.9,"[144956, 174115, 186068, 160906, 115258, 788805]"
694,USA_FL_Orlando__Intl__AP__722050_TMY3,28.43,-81.33,"[188165, 170261, 169923, 152288, 136029, 823621]"
695,USA_SC_Anderson__County__AP__723125_TMY3,34.5,-82.72,"[188545, 175043, 182764, 160037, 131792, 842718]"
696,USA_CA_Beale__AFB__724837_TMY3,39.13,-121.43,"[221543, 214382, 233106, 220400, 171536, 1069310]"
697,USA_NY_Poughkeepsie-Dutchess__County__AP__725036_TMY3,41.63,-73.88,"[157750, 159359, 160077, 133552, 100856, 718946]"
698,USA_AK_Valdez__702750_TMY3,61.13,-146.35,"[115741, 126800, 111847, 105392, 56186, 521322]"
699,USA_WA_Moses__Lake-Grant__County__AP__727827_TMY3,47.2,-119.32,"[194344, 208896, 236146, 207411, 130991, 980643]"
700,USA_NC_Charlotte-Douglas__Intl__AP__723140_TMY3,35.22,-80.95,"[178421, 194619, 193401, 171387, 138637, 883268]"
701,USA_MN_Rochester__Intl__AP__726440_TMY,43.92,-92.5,"[157009, 179184, 188680, 161137, 112578, 800842]"
702,USA_TX_Midland__Intl__AP__722650_TMY,31.95,-102.18,"[229769, 247126, 234568, 209767, 171916, 1101236]"
703,USA_FL_St__Petersburg-Clearwater__Intl__AP__722116_TMY3,27.9,-82.68,"[208809, 173050, 179212, 164869, 148675, 881796]"
704,USA_AK_Deadhorse__700637_TMY3,70.2,-148.48,"[94274, 143190, 132464, 71879, 29034, 473194]"
705,USA_AK_Seward__702770_TMY3,60.12,-149.45,"[131226, 133904, 129721, 136475, 85244, 623904]"
706,USA_TX_Corpus__Christi__Intl__AP__722510_TMY,27.77,-97.5,"[176051, 197690, 217145, 202931, 165223, 966728]"
707,USA_AK_Eielson__AFB__702650_TMY3,64.65,-147.1,"[118552, 179018, 152237, 96280, 66812, 616313]"
708,USA_TX_Kingsville__722516_TMY3,27.5,-97.82,"[182770, 203674, 180179, 195622, 168665, 934135]"
709,USA_IA_Des__Moines__725460_TMY2,41.53,-93.65,"[173274, 196321, 206296, 172882, 132761, 889596]"
710,USA_FL_Jacksonville__NAS__722065_TMY3,30.23,-81.67,"[191256, 176510, 189472, 154746, 128368, 845766]"
711,USA_TX_Laredo__Intl__AP__722520_TMY3,27.57,-99.49,"[193281, 193753, 206764, 196602, 159114, 957419]"
712,USA_VT_Burlington__Intl__AP__726170_TMY,44.47,-73.15,"[162458, 193451, 193108, 161443, 119725, 837195]"
713,USA_OH_Columbus__724280_TMY2,40.0,-82.88,"[163271, 183260, 176948, 169090, 128108, 824763]"
714,USA_OK_Gage__AP__723527_TMY3,36.3,-99.77,"[207918, 220027, 232044, 196118, 152264, 1016516]"
715,USA_TX_Fort__Worth__NAS__722595_TMY3,32.77,-97.45,"[179703, 200046, 208175, 182957, 163930, 942457]"
716,USA_WA_Kelso__AP__727924_TMY3,46.13,-122.9,"[157975, 164944, 184128, 170567, 119083, 799267]"
717,USA_NH_Mount__Washington__726130_TMY3,44.27,-71.3,"[136478, 170626, 163406, 107811, 63990, 647723]"
718,USA_AK_Gulkana__702710_TMY,62.15,-145.45,"[153504, 156220, 158044, 120607, 73648, 665669]"
719,USA_NY_Albany__725180_TMY2,42.75,-73.8,"[173216, 177472, 189193, 165276, 125082, 835587]"
720,USA_IL_Chicago-Midway__AP__725340_TMY,41.78,-87.75,"[166503, 184973, 194757, 175210, 125066, 853142]"
721,USA_VA_Wise-Lonesome__Pine__AP__724117_TMY3,36.98,-82.53,"[189018, 162747, 160919, 181068, 146924, 847958]"
722,USA_IA_Red__Oak__Muni__AP__725494_TMY3,41.02,-95.27,"[175074, 172988, 206267, 169361, 136956, 867854]"
723,USA_IL_Rockford__725430_TMY2,42.2,-89.1,"[168627, 188800, 192940, 162542, 131005, 851336]"
724,USA_RI_Providence__725070_TMY2,41.73,-71.43,"[167671, 183673, 195125, 172016, 120378, 845927]"
725,USA_ND_Fargo-Hector__Intl__AP__727530_TMY,46.9,-96.8,"[182648, 186950, 211406, 176297, 120473, 880009]"
726,USA_AR_Pine__Bluff__AP__723417_TMY3,34.17,-91.93,"[166161, 188308, 194341, 204313, 145396, 904844]"
727,USA_CA_San__Jose__Intl__AP__724945_TMY3,37.37,-121.93,"[219190, 243050, 239365, 214935, 170233, 1094211]"
728,USA_AK_Anchorage-Merrill__Field__702735_TMY3,61.22,-149.85,"[110503, 164512, 142594, 113156, 74436, 608898]"
729,USA_AK_Selawik__700197_TMY3,66.6,-160.0,"[159345, 192838, 133554, 101349, 71985, 666300]"
730,USA_CA_Camp__Pendleton__MCAS__722926_TMY3,33.3,-117.35,"[193761, 209613, 212786, 199867, 169926, 993997]"
731,USA_CO_Cortez-Montezuma__County__AP__724767_TMY3,37.3,-108.63,"[225274, 247154, 212341, 189884, 154366, 1037983]"
732,USA_TX_Houston-William__P__Hobby__AP__722435_TMY3,29.65,-95.28,"[143134, 166580, 180473, 180657, 146160, 821613]"
733,USA_KS_Wichita-Col__Jabara__Field__724504_TMY3,37.75,-97.22,"[196517, 214542, 228143, 205437, 155469, 1008132]"
734,USA_MD_Salisbury-Wicomico__County__Rgnl__AP__724045_TMY3,38.33,-75.52,"[182570, 201318, 165014, 173127, 116123, 845369]"
735,USA_KY_Lexington-Bluegrass__AP__724220_TMY,38.03,-84.6,"[163555, 182020, 181565, 169687, 129204, 834039]"
736,USA_CA_Palm__Springs__Intl__AP__722868_TMY3,33.83,-116.5,"[235400, 242513, 237211, 218785, 176437, 1118275]"
737,USA_TX_Dallas-Redbird__AP__722599_TMY3,32.68,-96.87,"[183354, 199892, 226430, 211485, 158284, 987362]"
738,USA_ND_Minot__727676_TMY2,48.27,-101.28,"[176779, 191159, 197887, 172380, 124316, 869609]"
739,USA_IA_Des__Moines__Intl__AP__725460_TMY,41.53,-93.65,"[174934, 202495, 204717, 175807, 136493, 901949]"
740,USA_MN_Grand__Rapids__AWOS__727458_TMY3,47.22,-93.52,"[180881, 185810, 193996, 159949, 120931, 848572]"
741,USA_TN_Memphis__Intl__AP__723340_TMY3,35.07,-89.98,"[179724, 199422, 205778, 192317, 145810, 928667]"
742,USA_PA_Washington__AWOS__725117_TMY3,40.13,-80.28,"[183912, 148935, 177922, 144721, 139619, 802314]"
743,USA_WY_Cody__Muni__AWOS__726700_TMY3,44.52,-109.02,"[187496, 200190, 211000, 179494, 129487, 914514]"
744,USA_NV_Winnemucca__725830_TMY2,40.9,-117.8,"[187736, 219706, 234500, 210353, 167147, 1027778]"
745,USA_GA_Columbus__Metro__AP__722255_TMY3,32.52,-84.95,"[180191, 196182, 188811, 170630, 146662, 887210]"
746,USA_VA_Sterling-Washington__Dulles__Intl__AP__724030_TMY3,38.98,-77.47,"[168848, 182608, 183947, 160460, 130087, 831666]"
747,USA_KS_Wichita-McConnell__AFB__724505_TMY3,37.62,-97.27,"[190237, 190193, 199641, 178247, 156877, 922594]"
748,USA_CA_Los__Angeles__Intl__AP__722950_TMY3,33.93,-118.4,"[189065, 213884, 226499, 208332, 162959, 1009061]"
749,USA_CA_Merced-Macready__Field__724815_TMY3,37.28,-120.52,"[228448, 244202, 243514, 222974, 173749, 1120736]"
750,USA_MI_Oakland__County__Intl__AP__726375_TMY3,42.67,-83.42,"[147536, 127443, 171299, 160546, 140335, 749756]"
751,USA_WI_Wausau__Muni__AP__726463_TMY3,44.92,-89.63,"[161749, 191434, 202108, 156088, 129783, 849219]"
752,USA_TX_Houston-D__W__Hooks__AP__722429_TMY3,30.07,-95.55,"[185898, 138352, 189724, 179755, 165698, 863849]"
753,USA_FL_Miami-Opa__Locka__AP__722024_TMY3,25.9,-80.28,"[196688, 131154, 194105, 181842, 145904, 855643]"
754,USA_IL_Aurora__Muni__AP__744655_TMY3,41.77,-88.47,"[155914, 187109, 190356, 165258, 132124, 837707]"
755,USA_MO_Kansas__City__724460_TMY2,39.3,-94.72,"[181937, 194527, 203214, 182336, 137193, 905951]"
756,USA_AK_Hooper__Bay__702186_TMY3,61.52,-166.15,"[123131, 145739, 133394, 81070, 81935, 568334]"
757,USA_TN_Memphis__723340_TMY2,35.05,-89.98,"[189026, 199422, 205475, 193373, 140163, 929898]"
758,USA_CA_Red__Bluff__Muni__AP__725910_TMY3,40.15,-122.25,"[221102, 244146, 245419, 212870, 165605, 1097492]"
759,USA_IL_Quincy__Muni__AP__724396_TMY3,39.93,-91.2,"[165678, 161214, 181108, 169216, 128633, 807719]"
760,USA_OK_Oklahoma__City-Will__Rogers__World__AP__723530_TMY3,35.38,-97.6,"[182324, 204003, 220737, 193578, 158967, 964642]"
761,USA_IL_Cahokia__AP__725314_TMY3,38.57,-90.15,"[149836, 183034, 169191, 174463, 138952, 820139]"
762,USA_AK_Bettles__Field__701740_TMY3,66.92,-151.52,"[155439, 169336, 160412, 109490, 60313, 661436]"
763,USA_SD_Rapid__City__726620_TMY2,44.05,-103.07,"[182083, 204368, 211396, 186517, 139037, 927120]"
764,USA_NC_Fayetteville__Muni__AP__723035_TMY3,34.98,-78.88,"[168588, 178940, 162514, 167014, 139499, 820324]"
765,USA_GA_Brunswick-Malcolm__McKinnon__AP__722137_TMY3,31.15,-81.38,"[213800, 164233, 188826, 168855, 115861, 858888]"
766,USA_MI_St__Clair__County__Intl__AP__725384_TMY3,42.92,-82.53,"[148356, 186184, 201922, 160028, 111469, 811258]"
767,USA_MA_New__Bedford__Rgnl__AP__725065_TMY3,41.67,-70.95,"[159523, 163622, 196429, 175247, 108911, 810452]"
768,USA_CA_Sacramento__Metro__AP__724839_TMY3,38.7,-121.58,"[219490, 242795, 244034, 218536, 162502, 1095547]"
769,USA_CA_Bakersfield__723840_TMY2,35.42,-119.05,"[216381, 247902, 249094, 224477, 178743, 1123526]"
770,USA_MT_Lewistown__Muni__AP__726776_TMY,47.05,-109.47,"[168683, 190052, 225568, 183590, 129063, 901885]"
771,USA_TX_Cox__Field__722587_TMY3,33.63,-95.45,"[176080, 216233, 229958, 197858, 163653, 985325]"
772,USA_MO_St__Louis__724340_TMY2,38.75,-90.38,"[177950, 194082, 198311, 168513, 136352, 882313]"
773,USA_HI_Lihue__911650_TMY2,21.98,-159.35,"[168800, 187653, 185107, 184088, 169094, 902001]"
774,USA_NV_Las__Vegas__723860_TMY2,36.08,-115.17,"[237631, 250729, 251443, 224887, 187216, 1160281]"
775,USA_MO_Kirksville__Muni__AP__724455_TMY3,40.1,-92.55,"[168480, 185842, 185235, 179278, 127761, 854149]"
776,USA_PA_Pittsburgh-Allegheny__County__AP__725205_TMY3,40.35,-79.92,"[128624, 154259, 158099, 131613, 96925, 677416]"
777,USA_CA_Los__Angeles__Intl__AP__722950_TMY,33.93,-118.4,"[200641, 201287, 224245, 207531, 166646, 1008210]"
778,USA_AZ_Safford__AWOS__722747_TMY3,32.82,-109.68,"[240278, 244106, 220291, 195098, 165286, 1073801]"
779,USA_SD_Pierre__Muni__AP__726686_TMY,44.38,-100.28,"[189038, 209491, 220534, 195789, 141790, 963089]"
780,USA_TX_Fort__Worth__722596_TMY2,32.83,-97.05,"[193980, 209826, 217044, 196944, 155854, 978543]"
781,USA_NC_Southern__Pines-Moore__County__AP__723143_TMY3,35.23,-79.4,"[197571, 198726, 203464, 209482, 154995, 971714]"
782,USA_MN_Baudette__Intl__AP__727476_TMY3,48.72,-94.6,"[167181, 197187, 197206, 183723, 117223, 866923]"
783,USA_NY_Republic__AP__744864_TMY3,40.72,-73.42,"[177142, 149939, 169818, 160444, 139252, 803856]"
784,USA_AZ_Kingman__AWOS__723700_TMY3,35.27,-113.95,"[245653, 255308, 238939, 223865, 175262, 1147819]"
785,USA_FL_Miami__722020_TMY2,25.8,-80.27,"[180975, 172843, 185790, 175752, 147449, 868738]"
786,USA_IA_Orange__City__Muni__AP__725489_TMY3,42.98,-96.07,"[171462, 164203, 214572, 159158, 124610, 836964]"
787,USA_PA_Pittsburgh__725200_TMY2,40.5,-80.22,"[166118, 180596, 178052, 165592, 120716, 815858]"
788,USA_NE_Ord-Sharp__Field__725524_TMY3,41.62,-98.95,"[186924, 187924, 173507, 176997, 148391, 881049]"
789,USA_TX_Wink-Winkler__County__AP__722656_TMY3,31.78,-103.2,"[209017, 217115, 231537, 203154, 161795, 1030412]"
790,USA_LA_Lake__Charles__722400_TMY2,30.12,-93.22,"[183586, 190311, 186763, 177269, 149110, 894015]"
791,USA_WY_Lander__725760_TMY2,42.82,-108.73,"[193950, 220065, 219987, 191286, 158350, 988514]"
792,USA_GA_Macon-Middle__Georgia__Rgnl__AP__722170_TMY,32.7,-83.65,"[183009, 185986, 174832, 169294, 135815, 851666]"
793,USA_NE_Omaha-Eppley__Airfield__725500_TMY,41.3,-95.9,"[191427, 206470, 201654, 183005, 131878, 916820]"
794,USA_KY_Cincinnati-Northern__Kentucky__AP__724210_TMY3,39.05,-84.67,"[165867, 187145, 189202, 172385, 132941, 852948]"
795,USA_AL_Huntsville__Intl__AP-Jones__Field__723230_TMY3,34.65,-86.78,"[172349, 190321, 195811, 180385, 132319, 877006]"
796,USA_MI_Alpena__726390_TMY2,45.07,-83.57,"[169288, 184987, 191581, 152755, 110420, 812758]"
797,USA_MO_Fort__Leonard__Wood-Forney__AAF__724457_TMY3,37.75,-92.15,"[205057, 182251, 213369, 173104, 125672, 904808]"
798,USA_IN_Evansville__Rgnl__AP__724320_TMY,38.05,-87.53,"[162889, 182147, 185777, 168509, 130383, 837306]"
799,USA_NE_Valentine-Miller__Field__725670_TMY3,42.87,-100.55,"[168052, 191567, 214696, 170818, 137760, 889876]"
800,USA_KY_Bowling__Green-Warren__County__AP__746716_TMY3,36.98,-86.43,"[149011, 177672, 188822, 174466, 132726, 828068]"
801,USA_NM_Los__Alamos__723654_TMY2,35.88,-106.28,"[219108, 227925, 226325, 201577, 165811, 1048648]"
802,USA_OR_Portland__726980_TMY2,45.6,-122.6,"[167228, 177693, 200603, 164032, 119929, 834695]"
803,USA_NY_Fort__Drum-Wheeler__Sack__AAF__743700_TMY3,44.05,-75.72,"[141428, 150491, 183901, 134707, 116902, 734273]"
804,USA_VT_Burlington__726170_TMY2,44.47,-73.15,"[172068, 180730, 183048, 163633, 118202, 823844]"
805,USA_CO_Gunnison__County__AWOS__724677_TMY3,38.53,-106.93,"[220520, 232622, 222951, 194700, 167616, 1046555]"
806,USA_ND_Dickinson__Muni__AP__727645_TMY3,46.8,-102.8,"[185310, 189337, 176687, 196519, 123592, 873730]"
807,USA_ME_Caribou__Muni__AP__727120_TMY3,46.87,-68.03,"[149896, 181455, 142055, 163346, 94804, 739109]"
808,USA_TX_Fort__Worth-Stephenville-Clark__Field__722600_TMY,32.82,-97.37,"[175882, 203588, 214484, 197147, 159197, 956996]"
809,USA_CA_Crescent__City-Jack__McNamara__Field__725946_TMY3,41.78,-124.23,"[191874, 202034, 188952, 148541, 145650, 884649]"
810,USA_MI_Flint-Bishop__Intl__AP__726370_TMY3,42.97,-83.75,"[173489, 187057, 183563, 153697, 121617, 825607]"
811,USA_WA_Port__Angeles-William__R__Fairchild__Intl__AP__727885_TMY3,48.12,-123.5,"[170820, 184067, 192392, 166122, 122991, 844056]"
812,USA_AL_Mobile-Downtown__AP__722235_TMY3,30.63,-88.07,"[167511, 201664, 190977, 185419, 150098, 903529]"
813,USA_SC_Charleston__722080_TMY2,32.9,-80.03,"[185168, 179964, 191201, 168769, 135540, 867917]"
814,USA_NV_Lovelock-Derby__Field__725805_TMY,40.06,-118.55,"[237058, 265062, 272157, 243990, 193897, 1221616]"
815,USA_OR_Portland__Intl__AP__726980_TMY,45.6,-122.6,"[155813, 176255, 203785, 159034, 119789, 819703]"
816,USA_OR_North__Bend__Muni__AP__726917_TMY3,43.42,-124.25,"[168779, 185787, 203912, 172775, 131908, 866743]"
817,USA_NE_North__Platte__Rgnl__AP__725620_TMY3,41.12,-100.67,"[175712, 208984, 213332, 183393, 145646, 931456]"
818,USA_FL_Tampa__722110_TMY2,27.97,-82.53,"[190570, 184470, 183223, 178798, 147450, 890673]"
819,USA_OR_Salem-McNary__Field__726940_TMY,44.92,-123.0,"[160920, 173868, 222936, 177893, 124292, 866567]"
820,USA_AK_Barrow__700260_TMY2,71.3,-156.78,"[143195, 147441, 135436, 84854, 37576, 553780]"
821,USA_KS_Fort__Riley-Marshall__AAF__724550_TMY3,39.05,-96.77,"[127140, 170954, 204469, 165744, 147355, 819998]"
822,USA_MT_Dillon__726796_TMY,45.25,-112.55,"[193813, 208452, 234691, 199210, 143874, 987968]"
823,USA_WI_Phillips-Price__County__AP__726468_TMY3,45.7,-90.4,"[172061, 198169, 169622, 171539, 104074, 820834]"
824,USA_NC_Rocky__Mount-Wilson__AP__723068_TMY3,35.85,-77.9,"[160692, 160204, 169047, 141523, 134481, 771200]"
825,USA_IA_Webster__City__Muni__AP__725478_TMY3,42.43,-93.87,"[170574, 164962, 176079, 169234, 129496, 818599]"
826,USA_IN_Huntingburg__Muni__AP__724365_TMY3,38.25,-86.95,"[171229, 203414, 187606, 167831, 135427, 872399]"
827,USA_ID_Lewiston-Nez__Perce__County__AP__727830_TMY,46.36,-117.01,"[173202, 189153, 229092, 184397, 133746, 916644]"
828,USA_PA_Wilkes__Barre-Scranton__725130_TMY2,41.33,-75.73,"[168366, 176016, 181327, 159920, 122015, 815266]"
829,USA_MN_Cambridge__Muni__AP__727503_TMY3,45.57,-93.27,"[175168, 165150, 185910, 155501, 128612, 817995]"
830,USA_NE_Omaha-Eppley__Airfield__725500_TMY3,41.32,-95.9,"[157549, 181147, 208889, 161767, 135683, 849696]"
831,USA_RI_Pawtucket__AWOS__725054_TMY3,41.92,-71.5,"[152208, 187861, 165990, 169619, 113038, 795290]"
832,USA_NH_Manchester__Muni__AP__743945_TMY3,42.93,-71.43,"[132942, 148151, 162150, 144173, 109690, 701653]"
833,USA_IL_Marion-Williamson__County__Rgnl__AP__724339_TMY3,37.75,-89.02,"[136241, 186503, 196730, 179805, 113567, 815149]"
834,USA_CA_Oxnard__AP__723927_TMY3,34.2,-119.2,"[212583, 212114, 214432, 220445, 170658, 1036312]"
835,USA_PA_Harrisburg__Intl__AP__725115_TMY3,40.2,-76.77,"[151171, 168431, 168606, 150239, 126324, 773095]"
836,USA_MA_Beverly__Muni__AP__725088_TMY3,42.58,-70.92,"[140037, 149042, 159795, 176534, 123651, 756310]"
837,USA_PA_Willow__Grove__NAS__724086_TMY3,40.2,-75.15,"[166220, 183028, 186457, 167123, 118786, 829221]"
838,USA_AL_Birmingham__Muni__AP__722280_TMY3,33.57,-86.75,"[173857, 186614, 185239, 176596, 139200, 869064]"
839,USA_WA_Quillayute__727970_TMY2,47.95,-124.55,"[145659, 157128, 164900, 137194, 104945, 717836]"
840,USA_TX_College__Station-Easterwood__Field__722445_TMY3,30.58,-96.37,"[183286, 155467, 192159, 177459, 140119, 855154]"
841,USA_NE_Lincoln__Muni__AP__725510_TMY3,40.83,-96.77,"[158714, 192154, 205985, 158110, 135094, 853701]"
842,USA_TX_Brownsville__722500_TMY2,25.9,-97.43,"[178200, 191951, 202739, 182583, 152568, 914633]"
843,USA_AK_Gambell__702040_TMY3,63.78,-171.75,"[110480, 101541, 117428, 86261, 66814, 484916]"
844,USA_NM_Truth__or__Consequences__Muni__AP__722710_TMY3,33.23,-107.27,"[238554, 241650, 225941, 206198, 179637, 1100678]"
845,USA_NY_Syracuse-Hancock__Intl__AP__725190_TMY3,43.12,-76.1,"[178895, 180555, 186768, 159862, 115847, 826529]"
846,USA_CA_Red__Bluff__Muni__AP__725910_TMY,40.15,-122.25,"[219890, 240505, 262557, 229688, 175503, 1136806]"
847,USA_AK_Cordova__702960_TMY3,60.5,-145.5,"[119751, 135855, 100125, 102432, 72904, 535629]"
848,USA_CA_Mountain__View-Moffett__Field__NAS__745090_TMY3,37.4,-122.05,"[218429, 223689, 237142, 185768, 163546, 1036749]"
849,USA_AK_Point__Hope__AWOS__701043_TMY3,68.35,-166.8,"[122715, 136121, 148324, 75246, 63611, 550759]"
850,USA_AL_Gadsen__Muni__AWOS__722285_TMY3,33.97,-86.08,"[200128, 171516, 188949, 151005, 128266, 846710]"
851,USA_MT_Bozeman-Gallatin__Field__726797_TMY3,45.8,-111.15,"[173194, 207768, 213781, 195911, 134519, 926514]"
852,USA_NV_Reno-Tahoe__Intl__AP__724880_TMY3,39.48,-119.77,"[209637, 234815, 240044, 224643, 172130, 1087964]"
853,USA_NJ_McGuire__AFB__724096_TMY3,40.02,-74.6,"[146673, 172270, 157468, 138029, 134502, 756398]"
854,USA_VA_Lynchburg__724100_TMY2,37.33,-79.2,"[178512, 195653, 197889, 173568, 140874, 893810]"
855,USA_AK_Anchorage-Lake__Hood__Seaplane__Base__702725_TMY3,61.18,-149.97,"[164454, 195449, 178143, 127558, 100830, 774398]"
856,USA_CO_Boulder__724699_TMY2,40.02,-105.25,"[189465, 204268, 203805, 187548, 154225, 946374]"
857,USA_AK_Big__Delta__702670_TMY2,64.0,-145.73,"[152172, 163821, 159623, 118907, 74899, 675071]"
858,USA_FL_Pensacola__Rgnl__AP__722223_TMY3,30.48,-87.18,"[154847, 194328, 173421, 174642, 148368, 851181]"
859,USA_AZ_Yuma__Intl__AP__722800_TMY3,32.67,-114.6,"[233715, 216147, 221785, 203634, 180672, 1063845]"
860,USA_MA_Otis__ANGB__725060_TMY3,41.65,-70.52,"[154086, 180573, 159361, 158313, 118042, 778142]"
861,USA_VA_Melfa-Accomack__County__AP__724026_TMY3,37.65,-75.77,"[158320, 162843, 171234, 166285, 142182, 808095]"
